video_id,title,description
aQPwuxfPOQU,Classification Metrics 2,"📚 MLB09 — Python Machine Learning — Classification Metrics 2

In this video, we cover Classification Metrics 2 as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/09-python_machine_learning
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 19:21

🔄 Previous: Classification Metrics — https://www.youtube.com/watch?v=VORWokCeg3o
➡️ Next: Linear Support Vector Classifier — https://www.youtube.com/watch?v=zJ-Q0--X1UI

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
zJ-Q0--X1UI,Linear Support Vector Classifier,"📚 MLB09 — Python Machine Learning — Linear Support Vector Classifier

In this video, we cover Linear Support Vector Classifier as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/09-python_machine_learning
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 14:48

🔄 Previous: Classification Metrics 2 — https://www.youtube.com/watch?v=aQPwuxfPOQU
➡️ Next: Nonlinear Support Vector Classifier — https://www.youtube.com/watch?v=UbrF5tbYMtA

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
UbrF5tbYMtA,Nonlinear Support Vector Classifier,"📚 MLB09 — Python Machine Learning — Nonlinear Support Vector Classifier

In this video, we cover Nonlinear Support Vector Classifier as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/09-python_machine_learning
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 15:57

🔄 Previous: Linear Support Vector Classifier — https://www.youtube.com/watch?v=zJ-Q0--X1UI
➡️ Next: Support Vector Regressor — https://www.youtube.com/watch?v=QoRYNEgkebE

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
QoRYNEgkebE,Support Vector Regressor,"📚 MLB09 — Python Machine Learning — Support Vector Regressor

In this video, we cover Support Vector Regressor as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/09-python_machine_learning
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 8:01

🔄 Previous: Nonlinear Support Vector Classifier — https://www.youtube.com/watch?v=UbrF5tbYMtA
➡️ Next: K-Nearest Neighbors Classifier — https://www.youtube.com/watch?v=gz4oXKsR1yU

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
gz4oXKsR1yU,K-Nearest Neighbors Classifier,"📚 MLB09 — Python Machine Learning — K-Nearest Neighbors Classifier

In this video, we cover K-Nearest Neighbors Classifier as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/09-python_machine_learning
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 13:02

🔄 Previous: Support Vector Regressor — https://www.youtube.com/watch?v=QoRYNEgkebE
➡️ Next: K-Nearest Neighbors Regressor — https://www.youtube.com/watch?v=ppVxHYiCg0I

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
ppVxHYiCg0I,K-Nearest Neighbors Regressor,"📚 MLB09 — Python Machine Learning — K-Nearest Neighbors Regressor

In this video, we cover K-Nearest Neighbors Regressor as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/09-python_machine_learning
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 7:48

🔄 Previous: K-Nearest Neighbors Classifier — https://www.youtube.com/watch?v=gz4oXKsR1yU
➡️ Next: Decision Tree Classifier — https://www.youtube.com/watch?v=nY5fjtUpCjg

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
nY5fjtUpCjg,Decision Tree Classifier,"📚 MLB09 — Python Machine Learning — Decision Tree Classifier

In this video, we cover Decision Tree Classifier as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/09-python_machine_learning
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 9:13

🔄 Previous: K-Nearest Neighbors Regressor — https://www.youtube.com/watch?v=ppVxHYiCg0I
➡️ Next: Choosing the Best Question: Categorical — https://www.youtube.com/watch?v=YOJLvxUWhdE

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
YOJLvxUWhdE,Choosing the Best Question: Categorical,"📚 MLB09 — Python Machine Learning — Choosing the Best Question: Categorical

In this video, we cover Choosing the Best Question: Categorical as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/09-python_machine_learning
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 7:31

🔄 Previous: Decision Tree Classifier — https://www.youtube.com/watch?v=nY5fjtUpCjg
➡️ Next: Choosing the Best Question: Numerical — https://www.youtube.com/watch?v=OVl96HnBQRY

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
OVl96HnBQRY,Choosing the Best Question: Numerical,"📚 MLB09 — Python Machine Learning — Choosing the Best Question: Numerical

In this video, we cover Choosing the Best Question: Numerical as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/09-python_machine_learning
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 7:38

🔄 Previous: Choosing the Best Question: Categorical — https://www.youtube.com/watch?v=YOJLvxUWhdE
➡️ Next: Applying Decision Tree Classifier — https://www.youtube.com/watch?v=59zHM6gNFLY

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
59zHM6gNFLY,Applying Decision Tree Classifier,"📚 MLB09 — Python Machine Learning — Applying Decision Tree Classifier

In this video, we cover Applying Decision Tree Classifier as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/09-python_machine_learning
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 13:57

🔄 Previous: Choosing the Best Question: Numerical — https://www.youtube.com/watch?v=OVl96HnBQRY
➡️ Next: Decision Tree Regressor — https://www.youtube.com/watch?v=Wb7u7xn0EBs

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
Wb7u7xn0EBs,Decision Tree Regressor,"📚 MLB09 — Python Machine Learning — Decision Tree Regressor

In this video, we cover Decision Tree Regressor as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/09-python_machine_learning
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 10:20

🔄 Previous: Applying Decision Tree Classifier — https://www.youtube.com/watch?v=59zHM6gNFLY
➡️ Next: Ensemble Methods — https://www.youtube.com/watch?v=85uXX_7iuYs

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
85uXX_7iuYs,Ensemble Methods,"📚 MLB09 — Python Machine Learning — Ensemble Methods

In this video, we cover Ensemble Methods as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/09-python_machine_learning
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 9:28

🔄 Previous: Decision Tree Regressor — https://www.youtube.com/watch?v=Wb7u7xn0EBs
➡️ Next: Applying Ensemble Methods — https://www.youtube.com/watch?v=cPPyO4WV3xM

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
cPPyO4WV3xM,Applying Ensemble Methods,"📚 MLB09 — Python Machine Learning — Applying Ensemble Methods

In this video, we cover Applying Ensemble Methods as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/09-python_machine_learning
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 6:00

🔄 Previous: Ensemble Methods — https://www.youtube.com/watch?v=85uXX_7iuYs
➡️ Next: Intro to Dimension Reduction — https://www.youtube.com/watch?v=gxhjwtBkt9Y

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
gxhjwtBkt9Y,Intro to Dimension Reduction,"📚 MLB09 — Python Machine Learning — Intro to Dimension Reduction

In this video, we cover Intro to Dimension Reduction as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/09-python_machine_learning
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 9:21

🔄 Previous: Applying Ensemble Methods — https://www.youtube.com/watch?v=cPPyO4WV3xM
➡️ Next: PCA in Theory — https://www.youtube.com/watch?v=jWJDP9eLCdU

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
jWJDP9eLCdU,PCA in Theory,"📚 MLB09 — Python Machine Learning — PCA in Theory

In this video, we cover PCA in Theory as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/09-python_machine_learning
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 10:59

🔄 Previous: Intro to Dimension Reduction — https://www.youtube.com/watch?v=gxhjwtBkt9Y
➡️ Next: PCA from Scratch — https://www.youtube.com/watch?v=ZLM6rWmKzik

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
ZLM6rWmKzik,PCA from Scratch,"📚 MLB09 — Python Machine Learning — PCA from Scratch

In this video, we cover PCA from Scratch as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/09-python_machine_learning
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 9:39

🔄 Previous: PCA in Theory — https://www.youtube.com/watch?v=jWJDP9eLCdU
➡️ Next: PCA in Practice — https://www.youtube.com/watch?v=X6QDsjWwYaI

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
X6QDsjWwYaI,PCA in Practice,"📚 MLB09 — Python Machine Learning — PCA in Practice

In this video, we cover PCA in Practice as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/09-python_machine_learning
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 8:51

🔄 Previous: PCA from Scratch — https://www.youtube.com/watch?v=ZLM6rWmKzik
➡️ Next: Intro to Clustering — https://www.youtube.com/watch?v=QUw_NfKE0R0

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
QUw_NfKE0R0,Intro to Clustering,"📚 MLB09 — Python Machine Learning — Intro to Clustering

In this video, we cover Intro to Clustering as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/09-python_machine_learning
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 4:56

🔄 Previous: PCA in Practice — https://www.youtube.com/watch?v=X6QDsjWwYaI
➡️ Next: K-Means Algorithm 1 — https://www.youtube.com/watch?v=HWcg4YVRkzE

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
HWcg4YVRkzE,K-Means Algorithm 1,"📚 MLB09 — Python Machine Learning — K-Means Algorithm 1

In this video, we cover K-Means Algorithm 1 as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/09-python_machine_learning
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 7:22

🔄 Previous: Intro to Clustering — https://www.youtube.com/watch?v=QUw_NfKE0R0
➡️ Next: K-Means Algorithm 2 — https://www.youtube.com/watch?v=usG3mugpRo4

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
usG3mugpRo4,K-Means Algorithm 2,"📚 MLB09 — Python Machine Learning — K-Means Algorithm 2

In this video, we cover K-Means Algorithm 2 as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/09-python_machine_learning
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 6:06

🔄 Previous: K-Means Algorithm 1 — https://www.youtube.com/watch?v=HWcg4YVRkzE
➡️ Next: K-Means Algorithm 3 — https://www.youtube.com/watch?v=NE3r7AOBAXc

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
NE3r7AOBAXc,K-Means Algorithm 3,"📚 MLB09 — Python Machine Learning — K-Means Algorithm 3

In this video, we cover K-Means Algorithm 3 as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/09-python_machine_learning
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 15:09

🔄 Previous: K-Means Algorithm 2 — https://www.youtube.com/watch?v=usG3mugpRo4
➡️ Next: K-Means Algorithm 4 — https://www.youtube.com/watch?v=CnOa3lLLtX8

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
CnOa3lLLtX8,K-Means Algorithm 4,"📚 MLB09 — Python Machine Learning — K-Means Algorithm 4

In this video, we cover K-Means Algorithm 4 as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/09-python_machine_learning
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 5:40

🔄 Previous: K-Means Algorithm 3 — https://www.youtube.com/watch?v=NE3r7AOBAXc
➡️ Next: Agglomerative Clustering — https://www.youtube.com/watch?v=vMw2tS5we1I

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
vMw2tS5we1I,Agglomerative Clustering,"📚 MLB09 — Python Machine Learning — Agglomerative Clustering

In this video, we cover Agglomerative Clustering as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/09-python_machine_learning
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 9:22

🔄 Previous: K-Means Algorithm 4 — https://www.youtube.com/watch?v=CnOa3lLLtX8

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
